Hour,Outdoor_Temp,Ground_Temp,Zone_Temps,Mass_Temps,Surface_Temps,Solar_Watts,Internal_Watts,HVAC_Watts,InterZone_Watts,Infiltration_Watts
317,-10.55,10.00,20.00,9.07,14.53,0.00,200.00,4184.33,0.00,434.16
318,-9.39,10.00,20.00,8.99,14.49,0.00,200.00,4050.29,0.00,434.16
319,-7.89,10.00,20.00,8.93,14.46,0.00,200.00,3874.44,0.00,434.16
320,-6.16,10.00,20.00,8.91,14.45,231.73,200.00,3584.19,0.00,434.16
321,-4.31,10.00,20.00,8.92,14.46,547.17,200.00,3246.31,0.00,434.16
322,-2.46,10.00,20.00,8.97,14.49,701.22,200.00,2964.65,0.00,434.16
323,-0.74,10.00,20.00,9.11,14.56,1805.94,200.00,2350.14,0.00,434.16
324,0.74,10.00,20.00,9.66,14.83,7420.73,200.00,117.11,0.00,434.16
325,1.88,10.00,20.00,9.81,14.91,1816.97,200.00,1985.23,0.00,434.16
326,2.60,10.00,20.00,9.89,14.95,701.06,200.00,2293.53,0.00,434.16
327,2.85,10.00,20.00,9.97,14.98,547.08,200.00,2312.40,0.00,434.16
328,2.63,10.00,20.00,10.01,15.01,231.62,200.00,2449.08,0.00,434.16
329,1.93,10.00,20.00,10.03,15.02,0.00,200.00,2613.35,0.00,434.16
330,0.82,10.00,20.00,10.04,15.02,0.00,200.00,2745.66,0.00,434.16
331,-0.63,10.00,20.00,10.03,15.02,0.00,200.00,2920.48,0.00,434.16
332,-2.33,10.00,20.00,10.01,15.00,0.00,200.00,3126.07,0.00,434.16
333,-4.15,10.00,20.00,9.96,14.98,0.00,200.00,3348.67,0.00,434.16
334,-5.98,10.00,20.00,9.90,14.95,0.00,200.00,3573.34,0.00,434.16
335,-7.69,10.00,20.00,9.82,14.91,0.00,200.00,3785.06,0.00,434.16
336,-9.11,10.00,20.00,9.72,14.86,0.00,200.00,3962.52,0.00,434.16
337,-10.25,10.00,20.00,9.62,14.81,0.00,200.00,4107.81,0.00,434.16
338,-10.98,10.00,20.00,9.51,14.76,0.00,200.00,4204.25,0.00,434.16
339,-11.26,10.00,20.00,9.41,14.70,0.00,200.00,4245.65,0.00,434.16
340,-11.06,10.00,20.00,9.30,14.65,0.00,200.00,4229.61,0.00,434.16
341,-10.41,10.00,20.00,9.21,14.60,0.00,200.00,4157.64,0.00,434.16
342,-9.34,10.00,20.00,9.13,14.56,0.00,200.00,4035.09,0.00,434.16
343,-7.94,10.00,20.00,9.06,14.53,0.00,200.00,3870.77,0.00,434.16
344,-6.30,10.00,20.00,9.04,14.52,237.32,200.00,3589.96,0.00,434.16
345,-4.54,10.00,20.00,9.05,14.53,550.29,200.00,3264.24,0.00,434.16
346,-2.78,10.00,20.00,9.09,14.55,702.71,200.00,2994.17,0.00,434.16
347,-1.14,10.00,20.00,9.24,14.62,1947.07,200.00,2339.41,0.00,434.16
348,0.26,10.00,20.00,9.77,14.89,7424.74,200.00,165.80,0.00,434.16
349,1.33,10.00,20.00,9.93,14.96,1958.93,200.00,1993.18,0.00,434.16
350,1.98,10.00,20.00,10.00,15.00,702.54,200.00,2360.82,0.00,434.16
351,2.18,10.00,20.00,10.07,15.03,550.19,200.00,2387.11,0.00,434.16
352,1.90,10.00,20.00,10.10,15.05,237.21,200.00,2530.02,0.00,434.16
353,1.16,10.00,20.00,10.11,15.06,0.00,200.00,2702.52,0.00,434.16
354,0.01,10.00,20.00,10.11,15.06,0.00,200.00,2840.03,0.00,434.16
355,-1.47,10.00,20.00,10.09,15.05,0.00,200.00,3018.99,0.00,434.16
356,-3.19,10.00,20.00,10.06,15.03,0.00,200.00,3227.64,0.00,434.16
357,-5.02,10.00,20.00,10.00,15.00,0.00,200.00,3452.16,0.00,434.16
358,-6.85,10.00,20.00,9.93,14.96,0.00,200.00,3677.61,0.00,434.16
359,-8.55,10.00,20.00,9.84,14.92,0.00,200.00,3888.96,0.00,434.16
360,-9.95,10.00,20.00,9.74,14.87,0.00,200.00,4064.38,0.00,434.16
361,-11.06,10.00,20.00,9.63,14.81,0.00,200.00,4207.02,0.00,434.16
362,-11.76,10.00,20.00,9.51,14.75,0.00,200.00,4299.70,0.00,434.16
363,-12.00,10.00,20.00,9.39,14.70,0.00,200.00,4336.28,0.00,434.16
364,-11.75,10.00,20.00,9.28,14.64,0.00,200.00,4314.39,0.00,434.16
365,-11.03,10.00,20.00,9.18,14.59,0.00,200.00,4235.61,0.00,434.16
366,-9.90,10.00,20.00,9.10,14.55,0.00,200.00,4105.37,0.00,434.16
367,-8.42,10.00,20.00,9.03,14.52,0.00,200.00,3932.54,0.00,434.16
368,-6.71,10.00,20.00,9.00,14.50,243.07,200.00,3640.39,0.00,434.16
369,-4.86,10.00,20.00,9.01,14.51,553.47,200.00,3305.71,0.00,434.16
370,-3.01,10.00,20.00,9.05,14.53,704.21,200.00,3025.82,0.00,434.16
371,-1.28,10.00,20.00,9.21,14.60,2098.53,200.00,2305.62,0.00,434.16
372,0.21,10.00,20.00,9.75,14.87,7428.65,200.00,173.93,0.00,434.16
373,1.37,10.00,20.00,9.91,14.96,2111.21,200.00,1935.91,0.00,434.16
374,2.11,10.00,20.00,9.99,14.99,704.03,200.00,2346.34,0.00,434.16
375,2.40,10.00,20.00,10.06,15.03,553.37,200.00,2360.57,0.00,434.16
376,2.21,10.00,20.00,10.10,15.05,242.95,200.00,2491.23,0.00,434.16
377,1.56,10.00,20.00,10.11,15.06,0.00,200.00,2654.74,0.00,434.16
378,0.50,10.00,20.00,10.11,15.06,0.00,200.00,2781.54,0.00,434.16
379,-0.90,10.00,20.00,10.10,15.05,0.00,200.00,2950.26,0.00,434.16
380,-2.54,10.00,20.00,10.07,15.04,0.00,200.00,3149.24,0.00,434.16
381,-4.31,10.00,20.00,10.03,15.01,0.00,200.00,3364.74,0.00,434.16
382,-6.07,10.00,20.00,9.96,14.98,0.00,200.00,3581.93,0.00,434.16
383,-7.72,10.00,20.00,9.88,14.94,0.00,200.00,3785.86,0.00,434.16
384,-9.06,10.00,20.00,9.79,14.89,0.00,200.00,3954.24,0.00,434.16
385,-10.14,10.00,20.00,9.68,14.84,0.00,200.00,4091.34,0.00,434.16
386,-10.80,10.00,20.00,9.58,14.79,0.00,200.00,4179.51,0.00,434.16
387,-11.01,10.00,20.00,9.47,14.73,0.00,200.00,4212.66,0.00,434.16
388,-10.75,10.00,20.00,9.37,14.68,0.00,200.00,4188.45,0.00,434.16
389,-10.03,10.00,20.00,9.28,14.64,0.00,200.00,4108.49,0.00,434.16
390,-8.90,10.00,20.00,9.20,14.60,0.00,200.00,3978.21,0.00,434.16
391,-7.44,10.00,20.00,9.14,14.57,0.00,200.00,3806.50,0.00,434.16
392,-5.75,10.00,20.00,9.12,14.56,248.97,200.00,3514.45,0.00,434.16
393,-3.93,10.00,20.00,9.14,14.57,556.73,200.00,3184.08,0.00,434.16
394,-2.13,10.00,20.00,9.18,14.59,705.72,200.00,2909.26,0.00,434.16
395,-0.45,10.00,20.00,9.36,14.68,2260.02,200.00,2136.30,0.00,434.16
396,0.99,10.00,20.00,9.90,14.95,7432.43,200.00,67.82,0.00,434.16
397,2.08,10.00,20.00,10.08,15.04,2273.48,200.00,1779.50,0.00,434.16
398,2.76,10.00,20.00,10.16,15.08,705.54,200.00,2256.04,0.00,434.16
399,2.97,10.00,20.00,10.23,15.11,556.62,200.00,2278.67,0.00,434.16
400,2.70,10.00,20.00,10.27,15.14,248.85,200.00,2418.07,0.00,434.16
401,1.96,10.00,20.00,10.29,15.14,0.00,200.00,2593.98,0.00,434.16
402,0.81,10.00,20.00,10.29,15.14,0.00,200.00,2731.56,0.00,434.16
403,-0.68,10.00,20.00,10.28,15.14,0.00,200.00,2911.41,0.00,434.16
404,-2.41,10.00,20.00,10.24,15.12,0.00,200.00,3121.77,0.00,434.16
405,-4.27,10.00,20.00,10.19,15.10,0.00,200.00,3348.81,0.00,434.16
406,-6.13,10.00,20.00,10.12,15.06,0.00,200.00,3577.57,0.00,434.16
407,-7.86,10.00,20.00,10.04,15.02,0.00,200.00,3792.97,0.00,434.16
408,-9.29,10.00,20.00,9.94,14.97,0.00,200.00,3972.11,0.00,434.16
409,-10.45,10.00,20.00,9.83,14.91,0.00,200.00,4120.17,0.00,434.16
410,-11.20,10.00,20.00,9.71,14.86,0.00,200.00,4218.89,0.00,434.16
411,-11.49,10.00,20.00,9.60,14.80,0.00,200.00,4262.05,0.00,434.16
412,-11.30,10.00,20.00,9.49,14.74,0.00,200.00,4247.23,0.00,434.16
413,-10.65,10.00,20.00,9.39,14.69,0.00,200.00,4175.95,0.00,434.16
414,-9.58,10.00,20.00,9.30,14.65,0.00,200.00,4053.53,0.00,434.16
415,-8.17,10.00,20.00,9.23,14.62,0.00,200.00,3888.80,0.00,434.16
416,-6.52,10.00,20.00,9.20,14.60,255.01,200.00,3600.59,0.00,434.16
417,-4.74,10.00,20.00,9.21,14.61,560.04,200.00,3276.21,0.00,434.16
418,-2.96,10.00,20.00,9.25,14.62,715.19,200.00,3003.10,0.00,434.16
419,-1.30,10.00,20.00,9.42,14.71,2431.10,200.00,2174.12,0.00,434.16
420,0.13,10.00,20.00,9.95,14.98,7436.06,200.00,167.61,0.00,434.16
421,1.22,10.00,20.00,10.14,15.07,2445.30,200.00,1818.65,0.00,434.16
422,1.91,10.00,20.00,10.21,15.10,717.24,200.00,2352.21,0.00,434.16
423,2.14,10.00,20.00,10.27,15.13,559.93,200.00,2376.18,0.00,434.16
424,1.90,10.00,20.00,10.30,15.15,254.89,200.00,2511.76,0.00,434.16
425,1.20,10.00,20.00,10.31,15.15,0.00,200.00,2685.94,0.00,434.16
426,0.10,10.00,20.00,10.30,15.15,0.00,200.00,2818.54,0.00,434.16
427,-1.34,10.00,20.00,10.28,15.14,0.00,200.00,2992.42,0.00,434.16
428,-3.01,10.00,20.00,10.25,15.12,0.00,200.00,3195.85,0.00,434.16
429,-4.80,10.00,20.00,10.19,15.10,0.00,200.00,3415.08,0.00,434.16
430,-6.59,10.00,20.00,10.12,15.06,0.00,200.00,3635.23,0.00,434.16
431,-8.25,10.00,20.00,10.03,15.01,0.00,200.00,3841.31,0.00,434.16
432,-9.59,10.00,20.00,9.92,14.96,0.00,200.00,4009.99,0.00,434.16
433,-10.66,10.00,20.00,9.81,14.91,0.00,200.00,4147.58,0.00,434.16
434,-11.32,10.00,20.00,9.70,14.85,0.00,200.00,4235.40,0.00,434.16
435,-11.52,10.00,20.00,9.58,14.79,0.00,200.00,4267.37,0.00,434.16
436,-11.23,10.00,20.00,9.48,14.74,0.00,200.00,4241.17,0.00,434.16
437,-10.49,10.00,20.00,9.38,14.69,0.00,200.00,4158.42,0.00,434.16
438,-9.33,10.00,20.00,9.30,14.65,0.00,200.00,4024.57,0.00,434.16
439,-7.83,10.00,20.00,9.23,14.62,0.00,200.00,3848.56,0.00,434.16
440,-6.09,10.00,20.00,9.20,14.60,261.19,200.00,3547.09,0.00,434.16
441,-4.23,10.00,20.00,9.22,14.61,563.41,200.00,3213.05,0.00,434.16
442,-2.37,10.00,20.00,9.26,14.63,733.23,200.00,2924.42,0.00,434.16
443,-0.63,10.00,20.00,9.46,14.73,2611.21,200.00,2026.78,0.00,434.16
444,0.87,10.00,20.00,10.00,15.00,7439.52,200.00,74.93,0.00,434.16
445,2.02,10.00,20.00,10.20,15.10,2626.09,200.00,1653.28,0.00,434.16
446,2.77,10.00,20.00,10.28,15.14,736.49,200.00,2237.64,0.00,434.16
447,3.04,10.00,20.00,10.35,15.17,563.29,200.00,2260.98,0.00,434.16
448,2.84,10.00,20.00,10.39,15.20,261.06,200.00,2390.19,0.00,434.16
449,2.17,10.00,20.00,10.41,15.20,0.00,200.00,2562.30,0.00,434.16
450,1.09,10.00,20.00,10.41,15.20,0.00,200.00,2691.69,0.00,434.16
451,-0.34,10.00,20.00,10.40,15.20,0.00,200.00,2863.47,0.00,434.16
452,-2.00,10.00,20.00,10.37,15.18,0.00,200.00,3065.95,0.00,434.16
453,-3.80,10.00,20.00,10.32,15.16,0.00,200.00,3285.37,0.00,434.16
454,-5.60,10.00,20.00,10.25,15.13,0.00,200.00,3506.85,0.00,434.16
455,-7.29,10.00,20.00,10.17,15.09,0.00,200.00,3715.40,0.00,434.16
456,-8.66,10.00,20.00,10.07,15.04,0.00,200.00,3887.16,0.00,434.16
457,-9.77,10.00,20.00,9.97,14.99,0.00,200.00,4029.40,0.00,434.16
458,-10.48,10.00,20.00,9.86,14.93,0.00,200.00,4122.91,0.00,434.16
459,-10.73,10.00,20.00,9.75,14.88,0.00,200.00,4161.53,0.00,434.16
460,-10.52,10.00,20.00,9.65,14.82,0.00,200.00,4142.89,0.00,434.16
461,-9.84,10.00,20.00,9.55,14.78,0.00,200.00,4068.54,0.00,434.16
462,-8.76,10.00,20.00,9.47,14.74,0.00,200.00,3943.84,0.00,434.16
463,-7.34,10.00,20.00,9.41,14.70,0.00,200.00,3777.63,0.00,434.16
464,-5.69,10.00,20.00,9.38,14.69,267.49,200.00,3484.23,0.00,434.16
465,-3.91,10.00,20.00,9.39,14.70,566.82,200.00,3162.04,0.00,434.16
466,-2.14,10.00,20.00,9.44,14.72,758.86,200.00,2876.47,0.00,434.16
467,-0.50,10.00,20.00,9.64,14.82,2738.75,200.00,1953.04,0.00,434.16
468,0.90,10.00,20.00,10.18,15.09,7442.79,200.00,57.44,0.00,434.16
469,1.97,10.00,20.00,10.39,15.19,2751.48,200.00,1602.88,0.00,434.16
470,2.62,10.00,20.00,10.46,15.23,763.42,200.00,2234.02,0.00,434.16
471,2.81,10.00,20.00,10.52,15.26,566.70,200.00,2277.07,0.00,434.16
472,2.52,10.00,20.00,10.56,15.28,267.35,200.00,2416.14,0.00,434.16
473,1.77,10.00,20.00,10.56,15.28,0.00,200.00,2601.00,0.00,434.16
474,0.61,10.00,20.00,10.56,15.28,0.00,200.00,2740.34,0.00,434.16
475,-0.89,10.00,20.00,10.54,15.27,0.00,200.00,2921.42,0.00,434.16
476,-2.62,10.00,20.00,10.50,15.25,0.00,200.00,3132.47,0.00,434.16
477,-4.48,10.00,20.00,10.44,15.22,0.00,200.00,3359.63,0.00,434.16
478,-6.33,10.00,20.00,10.37,15.18,0.00,200.00,3587.97,0.00,434.16
479,-8.06,10.00,20.00,10.27,15.14,0.00,200.00,3802.41,0.00,434.16
480,-9.45,10.00,20.00,10.17,15.08,0.00,200.00,3978.52,0.00,434.16
481,-10.60,10.00,20.00,10.05,15.03,0.00,200.00,4124.55,0.00,434.16
482,-11.32,10.00,20.00,9.93,14.97,0.00,200.00,4220.74,0.00,434.16
483,-11.58,10.00,20.00,9.81,14.91,0.00,200.00,4260.92,0.00,434.16
484,-11.36,10.00,20.00,9.70,14.85,0.00,200.00,4242.69,0.00,434.16
485,-10.67,10.00,20.00,9.59,14.80,0.00,200.00,4167.58,0.00,434.16
486,-9.57,10.00,20.00,9.50,14.75,0.00,200.00,4040.99,0.00,434.16
487,-8.12,10.00,20.00,9.43,14.72,0.00,200.00,3871.77,0.00,434.16
488,-6.43,10.00,20.00,9.40,14.70,273.90,200.00,3571.92,0.00,434.16
489,-4.61,10.00,20.00,9.40,14.70,570.28,200.00,3245.62,0.00,434.16
490,-2.78,10.00,20.00,9.45,14.72,792.61,200.00,2942.85,0.00,434.16
491,-1.08,10.00,20.00,9.65,14.83,2899.59,200.00,1965.91,0.00,434.16
492,0.39,10.00,20.00,10.18,15.09,7445.13,200.00,119.38,0.00,434.16
493,1.53,10.00,20.00,10.40,15.20,2912.57,200.00,1598.28,0.00,434.16
494,2.26,10.00,20.00,10.47,15.24,798.55,200.00,2265.17,0.00,434.16
495,2.53,10.00,20.00,10.53,15.27,570.15,200.00,2309.58,0.00,434.16
496,2.33,10.00,20.00,10.57,15.28,273.76,200.00,2437.04,0.00,434.16
497,1.67,10.00,20.00,10.57,15.29,0.00,200.00,2613.29,0.00,434.16
498,0.61,10.00,20.00,10.57,15.28,0.00,200.00,2741.42,0.00,434.16
499,-0.80,10.00,20.00,10.55,15.27,0.00,200.00,2911.12,0.00,434.16
500,-2.44,10.00,20.00,10.51,15.26,0.00,200.00,3110.72,0.00,434.16
501,-4.20,10.00,20.00,10.46,15.23,0.00,200.00,3326.50,0.00,434.16
502,-5.96,10.00,20.00,10.38,15.19,0.00,200.00,3543.61,0.00,434.16
503,-7.60,10.00,20.00,10.29,15.15,0.00,200.00,3747.11,0.00,434.16
504,-8.91,10.00,20.00,10.19,15.10,0.00,200.00,3912.16,0.00,434.16
505,-9.98,10.00,20.00,10.09,15.04,0.00,200.00,4048.14,0.00,434.16
506,-10.63,10.00,20.00,9.97,14.99,0.00,200.00,4134.87,0.00,434.16
507,-10.82,10.00,20.00,9.86,14.93,0.00,200.00,4166.29,0.00,434.16
508,-10.54,10.00,20.00,9.75,14.88,0.00,200.00,4140.07,0.00,434.16
509,-9.80,10.00,20.00,9.66,14.83,0.00,200.00,4057.85,0.00,434.16
510,-8.65,10.00,20.00,9.58,14.79,0.00,200.00,3925.07,0.00,434.16
511,-7.16,10.00,20.00,9.51,14.76,0.00,200.00,3750.66,0.00,434.16
512,-5.44,10.00,20.00,9.49,14.74,280.42,200.00,3444.29,0.00,434.16
513,-3.60,10.00,20.00,9.50,14.75,573.78,200.00,3116.01,0.00,434.16
514,-1.77,10.00,20.00,9.56,14.78,834.97,200.00,2797.16,0.00,434.16
515,-0.06,10.00,20.00,9.78,14.89,3063.63,200.00,1774.95,0.00,434.16
516,1.41,10.00,20.07,10.32,15.19,7445.78,200.00,0.00,0.00,435.64
517,2.53,10.00,20.00,10.56,15.28,3076.80,200.00,1408.40,0.00,434.16
518,3.23,10.00,20.00,10.64,15.32,842.35,200.00,2121.11,0.00,434.16
519,3.47,10.00,20.00,10.70,15.35,573.64,200.00,2183.81,0.00,434.16
520,3.22,10.00,20.00,10.74,15.37,280.27,200.00,2315.02,0.00,434.16
521,2.51,10.00,20.00,10.76,15.38,0.00,200.00,2499.49,0.00,434.16
522,1.39,10.00,20.00,10.76,15.38,0.00,200.00,2634.46,0.00,434.16
523,-0.08,10.00,20.00,10.74,15.37,0.00,200.00,2811.90,0.00,434.16
524,-1.80,10.00,20.00,10.70,15.35,0.00,200.00,3020.05,0.00,434.16
525,-3.64,10.00,20.00,10.65,15.33,0.00,200.00,3245.12,0.00,434.16
526,-5.48,10.00,20.00,10.58,15.29,0.00,200.00,3472.16,0.00,434.16
527,-7.21,10.00,20.00,10.49,15.25,0.00,200.00,3686.12,0.00,434.16
528,-8.60,10.00,20.00,10.39,15.19,0.00,200.00,3861.58,0.00,434.16
529,-9.76,10.00,20.00,10.28,15.14,0.00,200.00,4008.80,0.00,434.16
530,-10.50,10.00,20.00,10.16,15.08,0.00,200.00,4107.00,0.00,434.16
531,-10.79,10.00,20.00,10.05,15.02,0.00,200.00,4149.97,0.00,434.16
532,-10.60,10.00,20.00,9.93,14.97,0.00,200.00,4135.31,0.00,434.16
533,-9.95,10.00,20.00,9.83,14.92,0.00,200.00,4064.51,0.00,434.16
534,-8.88,10.00,20.00,9.75,14.87,0.00,200.00,3942.93,0.00,434.16
535,-7.48,10.00,20.00,9.67,14.84,0.00,200.00,3779.36,0.00,434.16
536,-5.84,10.00,20.00,9.64,14.82,287.03,200.00,3480.98,0.00,434.16
537,-4.08,10.00,20.00,9.65,14.83,577.31,200.00,3163.61,0.00,434.16
538,-2.32,10.00,20.00,9.70,14.85,886.38,200.00,2836.48,0.00,434.16
539,-0.67,10.00,20.00,9.92,14.96,3230.11,200.00,1780.59,0.00,434.16
540,0.73,10.00,20.00,10.45,15.23,7446.11,200.00,60.61,0.00,434.16
541,1.81,10.00,20.00,10.69,15.35,3243.41,200.00,1427.66,0.00,434.16
542,2.47,10.00,20.00,10.77,15.38,895.28,200.00,2186.78,0.00,434.16
543,2.67,10.00,20.00,10.82,15.41,577.16,200.00,2271.96,0.00,434.16
544,2.41,10.00,20.00,10.85,15.43,286.88,200.00,2405.67,0.00,434.16
545,1.68,10.00,20.00,10.85,15.43,0.00,200.00,2595.05,0.00,434.16
546,0.55,10.00,20.00,10.84,15.42,0.00,200.00,2731.42,0.00,434.16
547,-0.92,10.00,20.00,10.81,15.41,0.00,200.00,2909.09,0.00,434.16
548,-2.62,10.00,20.00,10.77,15.38,0.00,200.00,3116.34,0.00,434.16
549,-4.44,10.00,20.00,10.71,15.35,0.00,200.00,3339.35,0.00,434.16
550,-6.25,10.00,20.00,10.63,15.31,0.00,200.00,3563.21,0.00,434.16
551,-7.93,10.00,20.00,10.53,15.26,0.00,200.00,3772.92,0.00,434.16
552,-9.28,10.00,20.00,10.42,15.21,0.00,200.00,3942.57,0.00,434.16
553,-10.38,10.00,20.00,10.30,15.15,0.00,200.00,4083.48,0.00,434.16
554,-11.06,10.00,20.00,10.18,15.09,0.00,200.00,4174.45,0.00,434.16
555,-11.27,10.00,20.00,10.06,15.03,0.00,200.00,4209.34,0.00,434.16
556,-11.01,10.00,20.00,9.94,14.97,0.00,200.00,4185.82,0.00,434.16
557,-10.28,10.00,20.00,9.84,14.92,0.00,200.00,4105.48,0.00,434.16
558,-9.13,10.00,20.00,9.75,14.87,0.00,200.00,3973.76,0.00,434.16
559,-7.64,10.00,20.00,9.68,14.84,0.00,200.00,3799.58,0.00,434.16
560,-5.91,10.00,20.00,9.65,14.82,293.72,200.00,3487.76,0.00,434.16
561,-4.06,10.00,20.00,9.65,14.83,580.86,200.00,3160.25,0.00,434.16
562,-2.20,10.00,20.00,9.71,14.85,947.24,200.00,2800.82,0.00,434.16
563,-0.46,10.00,20.00,9.95,14.97,3398.26,200.00,1694.15,0.00,434.16
564,1.04,10.00,20.00,10.48,15.24,7446.09,200.00,23.31,0.00,434.16
565,2.20,10.00,20.00,10.73,15.37,3411.63,200.00,1317.94,0.00,434.16
566,2.95,10.00,20.00,10.82,15.41,957.71,200.00,2104.00,0.00,434.16
567,3.24,10.00,20.00,10.88,15.44,580.71,200.00,2199.90,0.00,434.16
568,3.05,10.00,20.00,10.91,15.46,293.57,200.00,2322.53,0.00,434.16
569,2.39,10.00,20.00,10.92,15.46,0.00,200.00,2505.00,0.00,434.16
570,1.33,10.00,20.00,10.92,15.46,0.00,200.00,2632.76,0.00,434.16
571,-0.08,10.00,20.00,10.90,15.45,0.00,200.00,2802.63,0.00,434.16
572,-1.72,10.00,20.00,10.86,15.43,0.00,200.00,3002.94,0.00,434.16
573,-3.50,10.00,20.00,10.81,15.40,0.00,200.00,3219.95,0.00,434.16
574,-5.28,10.00,20.00,10.73,15.37,0.00,200.00,3438.83,0.00,434.16
575,-6.93,10.00,20.00,10.65,15.32,0.00,200.00,3644.60,0.00,434.16
576,-8.25,10.00,20.00,10.55,15.27,0.00,200.00,3810.92,0.00,434.16
577,-9.34,10.00,20.00,10.44,15.22,0.00,200.00,3950.12,0.00,434.16
578,-10.02,10.00,20.00,10.32,15.16,0.00,200.00,4040.51,0.00,434.16
579,-10.25,10.00,20.00,10.21,15.10,0.00,200.00,4075.98,0.00,434.16
580,-10.00,10.00,20.00,10.10,15.05,0.00,200.00,4054.18,0.00,434.16
581,-9.30,10.00,20.00,10.00,15.00,0.00,200.00,3976.69,0.00,434.16
582,-8.19,10.00,20.00,9.92,14.96,0.00,200.00,3848.92,0.00,434.16
583,-6.75,10.00,20.00,9.85,14.93,0.00,200.00,3679.75,0.00,434.16
584,-5.07,10.00,20.00,9.83,14.91,300.49,200.00,3371.49,0.00,434.16
585,-3.27,10.00,20.00,9.84,14.92,584.44,200.00,3052.08,0.00,434.16
586,-1.48,10.00,20.00,9.90,14.95,1017.88,200.00,2676.08,0.00,434.16
587,0.18,10.00,20.00,10.15,15.08,3567.29,200.00,1541.97,0.00,434.16
588,1.60,10.00,20.32,10.69,15.51,7445.70,200.00,0.00,0.00,441.12
589,2.68,10.00,20.00,10.96,15.48,3580.65,200.00,1184.21,0.00,434.16
590,3.34,10.00,20.00,11.04,15.52,1029.97,200.00,2015.36,0.00,434.16
591,3.54,10.00,20.00,11.10,15.55,584.29,200.00,2146.98,0.00,434.16
592,3.26,10.00,20.00,11.14,15.57,300.33,200.00,2279.76,0.00,434.16
593,2.51,10.00,20.00,11.14,15.57,0.00,200.00,2476.19,0.00,434.16
594,1.35,10.00,20.00,11.13,15.57,0.00,200.00,2615.56,0.00,434.16
595,-0.14,10.00,20.00,11.11,15.55,0.00,200.00,2797.01,0.00,434.16
596,-1.88,10.00,20.00,11.06,15.53,0.00,200.00,3008.76,0.00,434.16
597,-3.74,10.00,20.00,11.00,15.50,0.00,200.00,3236.96,0.00,434.16
598,-5.60,10.00,20.00,10.92,15.46,0.00,200.00,3466.64,0.00,434.16
599,-7.34,10.00,20.00,10.83,15.41,0.00,200.00,3682.75,0.00,434.16
600,-8.73,10.00,20.00,10.72,15.36,0.00,200.00,3858.33,0.00,434.16
601,-9.89,10.00,20.00,10.60,15.30,0.00,200.00,4006.61,0.00,434.16
602,-10.64,10.00,20.00,10.47,15.24,0.00,200.00,4105.31,0.00,434.16
603,-10.92,10.00,20.00,10.35,15.18,0.00,200.00,4148.25,0.00,434.16
604,-10.72,10.00,20.00,10.23,15.12,0.00,200.00,4133.00,0.00,434.16
605,-10.06,10.00,20.00,10.12,15.06,0.00,200.00,4061.07,0.00,434.16
606,-8.98,10.00,20.00,10.03,15.01,0.00,200.00,3937.83,0.00,434.16
607,-7.56,10.00,20.00,9.95,14.98,0.00,200.00,3772.09,0.00,434.16
608,-5.89,10.00,20.00,9.92,14.96,307.32,200.00,3463.66,0.00,434.16
609,-4.10,10.00,20.00,9.92,14.96,588.04,200.00,3146.59,0.00,434.16
610,-2.30,10.00,20.00,9.98,14.99,1098.58,200.00,2742.54,0.00,434.16
611,-0.63,10.00,20.00,10.23,15.12,3736.40,200.00,1574.77,0.00,434.16
612,0.82,10.00,20.00,10.76,15.38,7444.92,200.00,33.19,0.00,434.16
613,1.93,10.00,20.00,11.02,15.51,3749.69,200.00,1211.00,0.00,434.16
614,2.63,10.00,20.00,11.11,15.56,1112.32,200.00,2068.56,0.00,434.16
615,2.88,10.00,20.00,11.16,15.58,587.88,200.00,2223.05,0.00,434.16
616,2.66,10.00,20.00,11.19,15.59,307.16,200.00,2348.20,0.00,434.16
617,1.98,10.00,20.00,11.19,15.59,0.00,200.00,2539.74,0.00,434.16
618,0.89,10.00,20.00,11.17,15.59,0.00,200.00,2670.93,0.00,434.16
619,-0.53,10.00,20.00,11.14,15.57,0.00,200.00,2843.43,0.00,434.16
620,-2.19,10.00,20.00,11.10,15.55,0.00,200.00,3045.55,0.00,434.16
621,-3.97,10.00,20.00,11.03,15.52,0.00,200.00,3263.56,0.00,434.16
622,-5.74,10.00,20.00,10.95,15.48,0.00,200.00,3482.58,0.00,434.16
623,-7.39,10.00,20.00,10.85,15.43,0.00,200.00,3687.66,0.00,434.16
624,-8.68,10.00,20.00,10.74,15.37,0.00,200.00,3851.48,0.00,434.16
625,-9.75,10.00,20.00,10.63,15.31,0.00,200.00,3988.34,0.00,434.16
626,-10.40,10.00,20.00,10.51,15.25,0.00,200.00,4075.61,0.00,434.16
627,-10.59,10.00,20.00,10.38,15.19,0.00,200.00,4107.20,0.00,434.16
628,-10.30,10.00,20.00,10.27,15.14,0.00,200.00,4080.81,0.00,434.16
629,-9.55,10.00,20.00,10.17,15.08,0.00,200.00,3998.07,0.00,434.16
630,-8.39,10.00,20.00,10.08,15.04,0.00,200.00,3864.43,0.00,434.16
631,-6.89,10.00,20.00,10.01,15.00,0.00,200.00,3688.84,0.00,434.16
632,-5.15,10.00,20.00,9.98,14.99,314.21,200.00,3368.68,0.00,434.16
633,-3.30,10.00,20.00,9.99,14.99,591.66,200.00,3044.26,0.00,434.16
